Table;Field;Type;Null;Key;Default;Extra
"node_revision__field_email_richiedente";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_email_richiedente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_richiedente";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_richiedente";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_email_richiedente";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_richiedente";"field_email_richiedente_value";varchar(254);"NO";"";\N;""
"node_revision__field_email_user";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_email_user";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_email_user";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_user";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_user";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_email_user";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_email_user";"field_email_user_value";varchar(254);"NO";"";\N;""
"node_revision__field_ente";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_ente";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_ente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_ente";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_ente";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_ente";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_ente";"field_ente_value";varchar(255);"NO";"";\N;""
"node_revision__field_galleria_immagini";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_galleria_immagini";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_galleria_immagini";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_galleria_immagini";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_galleria_immagini";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_galleria_immagini";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_galleria_immagini";"field_galleria_immagini_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_gestione_workflow";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_gestione_workflow";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_gestione_workflow";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gestione_workflow";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gestione_workflow";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_gestione_workflow";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gestione_workflow";"field_gestione_workflow_value";varchar(128);"NO";"MUL";\N;""
"node_revision__field_gioni_disponibili";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_gioni_disponibili";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_gioni_disponibili";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gioni_disponibili";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gioni_disponibili";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_gioni_disponibili";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gioni_disponibili";"field_gioni_disponibili_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_gratuito_a_pagamento";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_gratuito_a_pagamento";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_gratuito_a_pagamento";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_a_pagamento";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_a_pagamento";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_gratuito_a_pagamento";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_a_pagamento";"field_gratuito_a_pagamento_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_gratuito_pagamento";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_gratuito_pagamento";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_gratuito_pagamento";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_pagamento";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_pagamento";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_gratuito_pagamento";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_gratuito_pagamento";"field_gratuito_pagamento_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_id_impresa";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_id_impresa";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_id_impresa";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_id_impresa";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa";"field_id_impresa_value";varchar(255);"NO";"";\N;""
"node_revision__field_id_impresa_ref";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_id_impresa_ref";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_id_impresa_ref";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa_ref";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa_ref";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_id_impresa_ref";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_impresa_ref";"field_id_impresa_ref_value";varchar(255);"NO";"";\N;""
"node_revision__field_id_progetto";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_id_progetto";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_id_progetto";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_progetto";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_progetto";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_id_progetto";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_progetto";"field_id_progetto_value";varchar(255);"NO";"";\N;""
"node_revision__field_id_servizio";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_id_servizio";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_id_servizio";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_servizio";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_servizio";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_id_servizio";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_id_servizio";"field_id_servizio_value";varchar(255);"NO";"";\N;""
"node_revision__field_image";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_image";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_image";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_image";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_image";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_image";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_image";"field_image_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_image";"field_image_alt";varchar(512);"YES";"";\N;""
"node_revision__field_image";"field_image_title";varchar(1024);"YES";"";\N;""
"node_revision__field_image";"field_image_width";int unsigned;"YES";"";\N;""
"node_revision__field_image";"field_image_height";int unsigned;"YES";"";\N;""
"node_revision__field_immagine";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_immagine";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_immagine";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_immagine";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine";"field_immagine_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_immagine";"field_immagine_alt";varchar(512);"YES";"";\N;""
"node_revision__field_immagine";"field_immagine_title";varchar(1024);"YES";"";\N;""
"node_revision__field_immagine";"field_immagine_width";int unsigned;"YES";"";\N;""
"node_revision__field_immagine";"field_immagine_height";int unsigned;"YES";"";\N;""
"node_revision__field_immagine_catalogo";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_immagine_catalogo";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_immagine_catalogo";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_catalogo";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_catalogo";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_immagine_catalogo";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_catalogo";"field_immagine_catalogo_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_immagine_catalogo";"field_immagine_catalogo_alt";varchar(512);"YES";"";\N;""
"node_revision__field_immagine_catalogo";"field_immagine_catalogo_title";varchar(1024);"YES";"";\N;""
"node_revision__field_immagine_catalogo";"field_immagine_catalogo_width";int unsigned;"YES";"";\N;""
"node_revision__field_immagine_catalogo";"field_immagine_catalogo_height";int unsigned;"YES";"";\N;""
"node_revision__field_immagine_url";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_immagine_url";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_immagine_url";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_url";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_url";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_immagine_url";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_immagine_url";"field_immagine_url_value";longtext;"NO";"";\N;""
"node_revision__field_importato";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_importato";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_importato";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_importato";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_importato";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_importato";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_importato";"field_importato_value";tinyint;"NO";"";\N;""
"node_revision__field_imposta_l_ultimo_articolo";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_imposta_l_ultimo_articolo";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_imposta_l_ultimo_articolo";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_imposta_l_ultimo_articolo";"revision_id";int unsigned;"NO";"PRI";\N;""
